pygame 2.6.0 (SDL 2.28.4, Python 3.12.4)
Hello from the pygame community. https://www.pygame.org/contribute.html
100
100
         12397737 function calls (12376331 primitive calls) in 13.219 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      147    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
    94/41    0.000    0.000    0.003    0.000 typing.py:1346(_make_substitution)
       97    0.000    0.000    0.028    0.000 _compiler.py:740(compile)
      614    0.000    0.000    0.000    0.000 _ops.py:857(overloads)
     1250    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
      415    0.000    0.000    0.000    0.000 wrappers.py:207(out_wrapper)
      207    0.000    0.000    0.004    0.000 typing.py:1537(__getitem__)
     1004    0.000    0.000    0.002    0.000 _builtins.py:142(_get_builtin_table)
     1841    0.000    0.000    0.001    0.000 _parser.py:164(__len__)
      736    0.000    0.000    0.001    0.000 sprite.py:155(add_internal)
       66    0.000    0.000    0.002    0.000 inspect.py:3287(__str__)
     1100    0.000    0.000    0.000    0.000 main.py:343(<genexpr>)
      544    0.000    0.000    0.002    0.000 parameter.py:34(__new__)
       19    0.000    0.000    0.003    0.000 traceback.py:399(_extract_from_extended_frame_gen)
      218    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      147    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
      679    0.000    0.000    0.002    0.000 typing.py:317(_deduplicate)
     1088    0.000    0.000    0.000    0.000 {built-in method torch._C._set_grad_enabled}
      234    0.000    0.000    0.003    0.000 pathlib.py:437(__str__)
      244    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
     3876    0.000    0.000    0.000    0.000 inspect.py:2786(name)
        6    0.000    0.000    0.002    0.000 __init__.py:707(__init__)
       99    0.000    0.000    0.001    0.000 sprite.py:481(remove)
      136    0.000    0.000    0.001    0.000 config.py:29(get_creature_attributes)
       56    0.000    0.000    0.009    0.000 __init__.py:457(inner)
       36    0.000    0.000    0.146    0.004 _ops.py:301(fallthrough)
     1256    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
      206    0.000    0.000    0.004    0.000 <frozen abc>:105(__new__)
       64    0.000    0.000    0.008    0.000 typing.py:2781(_make_nmtuple)
       23    0.000    0.000    0.005    0.000 __init__.py:23(__load_extra_py_code_for_module)
      552    0.000    0.000    0.000    0.000 _contextlib.py:149(__new__)
  384/224    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      422    0.000    0.000    0.001    0.000 dataclasses.py:864(_set_new_attribute)
       55    0.000    0.000    0.003    0.000 typing.py:753(Literal)
     1244    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      866    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
      234    0.000    0.000    0.001    0.000 pathlib.py:358(__init__)
       17    0.000    0.000    0.071    0.004 utils.py:1(<module>)
     2701    0.000    0.000    0.000    0.000 inspect.py:2798(kind)
       97    0.000    0.000    0.018    0.000 _parser.py:969(parse)
        2    0.000    0.000    0.004    0.002 main.py:298(generate_food)
      816    0.000    0.000    0.000    0.000 module.py:1712(remove_from)
      314    0.000    0.000    0.000    0.000 _compiler.py:216(_compile_charset)
      805    0.000    0.000    0.001    0.000 typing_extensions.py:2976(_is_unpacked_typevartuple)
      743    0.000    0.000    0.003    0.000 _pytree.py:799(tree_flatten)
      117    0.000    0.000    0.004    0.000 __init__.py:811(read_text)
       53    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
     1188    0.000    0.000    0.000    0.000 _parser.py:293(tell)
      876    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
     1674    0.000    0.000    0.000    0.000 _ops.py:99(py_impl)
      615    0.000    0.000    0.000    0.000 enum.py:1544(_get_value)
     1270    0.000    0.000    0.000    0.000 inspect.py:372(isfunction)
      272    0.000    0.000    0.001    0.000 init.py:396(_calculate_correct_fan)
      234    0.000    0.000    0.002    0.000 pathlib.py:407(_load_parts)
      238    0.000    0.000    0.004    0.000 __init__.py:1361(safe_version)
     1361    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      709    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
     1243    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
    94/41    0.000    0.000    0.005    0.000 typing.py:1285(__getitem__)
      544    0.000    0.000    0.001    0.000 grad_mode.py:83(__exit__)
     1632    0.000    0.000    0.000    0.000 {built-in method torch.is_grad_enabled}
        1    0.000    0.000    0.030    0.030 return_types.py:1(<module>)
      936    0.000    0.000    0.000    0.000 __init__.py:2681(key)
        1    0.000    0.000    0.001    0.001 _torch_docs.py:1(<module>)
       28    0.000    0.000    0.002    0.000 {built-in method builtins.sorted}
      200    0.000    0.000    0.004    0.000 main.py:170(reset)
     1014    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
     1088    0.000    0.000    0.000    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
      351    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
      118    0.000    0.000    0.008    0.000 _itertools.py:4(unique_everseen)
       87    0.000    0.000    0.001    0.000 dataclasses.py:250(_recursive_repr)
      142    0.000    0.000    0.005    0.000 wrappers.py:112(__call__)
     1100    0.000    0.000    0.002    0.000 __init__.py:2096(<genexpr>)
      451    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
      253    0.000    0.000    0.001    0.000 inspect.py:1457(formatannotation)
      361    0.000    0.000    0.000    0.000 <frozen posixpath>:169(basename)
       53    0.000    0.000    0.001    0.000 enum.py:513(__prepare__)
        2    0.000    0.000    2.010    1.005 main.py:347(reset)
      251    0.000    0.000    0.000    0.000 __init__.py:109(read)
      535    0.000    0.000    0.067    0.000 __init__.py:182(register)
       44    0.000    0.000    0.000    0.000 _compiler.py:386(_mk_bitmap)
       37    0.000    0.000    0.008    0.000 __init__.py:1012(inner)
       12    0.000    0.000    0.483    0.040 _jit_internal.py:888(_overload)
       99    0.000    0.000    0.003    0.000 typing.py:1551(__getitem_inner__)
      220    0.000    0.000    0.010    0.000 _meta_registrations.py:44(wrapper)
      793    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       26    0.000    0.000    0.000    0.000 _sources.py:87(__init__)
      117    0.000    0.000    0.003    0.000 __init__.py:826(_normalized_name)
     1277    0.000    0.000    0.000    0.000 dataclasses.py:461(<genexpr>)
      148    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       95    0.000    0.000    0.000    0.000 _pytree.py:283(_private_register_pytree_node)
       87    0.000    0.000    0.006    0.000 dataclasses.py:627(_repr_fn)
      109    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
    94/41    0.000    0.000    0.003    0.000 typing.py:1317(_determine_new_args)
       36    0.000    0.000    0.017    0.000 main.py:189(reproduce)
      336    0.000    0.000    0.000    0.000 sprite.py:114(__init__)
      351    0.000    0.000    0.001    0.000 <frozen posixpath>:117(splitext)
      220    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
      499    0.000    0.000    0.001    0.000 <frozen genericpath>:39(isdir)
     1146    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
     1252    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
      521    0.000    0.000    0.000    0.000 __init__.py:145(register_decomposition)
      948    0.000    0.000    0.000    0.000 version.py:205(<genexpr>)
      465    0.000    0.000    0.000    0.000 wrappers.py:240(<genexpr>)
      679    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
      187    0.000    0.000    0.002    0.000 inspect.py:2820(__str__)
     1075    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
      736    0.000    0.000    0.000    0.000 sprite.py:395(add_internal)
       88    0.000    0.000    0.001    0.000 __init__.py:1377(getLogger)
       55    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
       26    0.000    0.000    0.004    0.000 inspect.py:1252(getsourcelines)
     1913    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
      282    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
      211    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
       15    0.000    0.000    0.000    0.000 function.py:331(__init__)
      948    0.000    0.000    0.000    0.000 version.py:245(<genexpr>)
       66    0.000    0.000    0.001    0.000 inspect.py:2114(_signature_bound_method)
      580    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.036    0.018 _pytree.py:1(<module>)
     1184    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
      177    0.000    0.000    0.001    0.000 functools.py:852(register)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
      835    0.000    0.000    0.000    0.000 sprite.py:419(has_internal)
      923    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
       27    0.000    0.000    0.001    0.000 _hook_iterator.py:106(hook_iterator)
      359    0.000    0.000    0.000    0.000 __init__.py:2860(__getattr__)
       87    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
      272    0.000    0.000    0.002    0.000 init.py:124(uniform_)
     1293    0.000    0.000    0.000    0.000 inspect.py:1190(tokeneater)
      996    0.000    0.000    0.000    0.000 _ops.py:772(__init__)
     2431    0.000    0.000    0.000    0.000 __init__.py:158(<lambda>)
      381    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
      234    0.000    0.000    0.002    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.008    0.008 numeric.py:1(<module>)
      117    0.000    0.000    0.000    0.000 __init__.py:2911(insert_on)
      313    0.000    0.000    0.001    0.000 function_base.py:488(_add_docstring)
     1428    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
   120/92    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
      313    0.000    0.000    0.000    0.000 function_base.py:470(_needs_add_docstring)
      136    0.000    0.000    0.002    0.000 config.py:54(generate_dna)
        1    0.000    0.000    0.002    0.002 fake_impls.py:1(<module>)
      382    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
      190    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
      383    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       19    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
      838    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      817    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      289    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
      384    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
      134    0.000    0.000    0.000    0.000 _parser.py:312(_class_escape)
      549    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      117    0.000    0.000    0.002    0.000 __init__.py:310(_from_text_for)
      234    0.000    0.000    0.005    0.000 __init__.py:2598(__init__)
       26    0.000    0.000    0.006    0.000 _sources.py:102(make_source_context)
        1    0.000    0.000    0.003    0.003 fft.py:1(<module>)
      169    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      234    0.000    0.000    0.001    0.000 __init__.py:757(normalize)
      513    0.000    0.000    0.001    0.000 typing.py:1575(<genexpr>)
      216    0.000    0.000    0.000    0.000 _parser.py:449(_uniq)
      251    0.000    0.000    0.001    0.000 __init__.py:103(<genexpr>)
      116    0.000    0.000    0.000    0.000 _ops.py:600(__str__)
       12    0.000    0.000    0.019    0.002 __init__.py:628(add_entry)
       97    0.000    0.000    0.010    0.000 _compiler.py:573(_code)
      198    0.000    0.000    0.001    0.000 inspect.py:2020(_signature_get_user_defined_method)
        1    0.000    0.000    0.002    0.002 getlimits.py:164(_register_known_types)
      856    0.000    0.000    0.000    0.000 __init__.py:2136(__call__)
       27    0.000    0.000    0.067    0.002 inspect.py:1064(findsource)
      100    0.000    0.000    0.000    0.000 config.py:50(get_parsed_dna)
      360    0.000    0.000    0.000    0.000 _compiler.py:398(_simple)
       16    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_library}
        1    0.000    0.000    0.003    0.003 _add_newdocs.py:1(<module>)
      158    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
      114    0.000    0.000    0.000    0.000 traceback.py:327(walk_stack)
      234    0.000    0.000    0.001    0.000 pathlib.py:1157(__init__)
     1029    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       99    0.000    0.000    0.000    0.000 sprite.py:163(remove_internal)
     1423    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.022    0.022 main.py:292(generate_creatures)
      366    0.000    0.000    0.000    0.000 typing_extensions.py:2916(_check_generic)
       98    0.000    0.000    0.001    0.000 _compatibility.py:24(mark_not_back_compat)
     1052    0.000    0.000    0.000    0.000 __init__.py:42(<lambda>)
       99    0.000    0.000    0.002    0.000 typing.py:1533(copy_with)
       99    0.000    0.000    0.000    0.000 sprite.py:408(remove_internal)
      251    0.000    0.000    0.001    0.000 __init__.py:316(<genexpr>)
       76    0.000    0.000    0.004    0.000 _meta_registrations.py:3073(register)
      132    0.000    0.000    0.000    0.000 inspect.py:1822(_shadowed_dict)
  353/335    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      132    0.000    0.000    0.000    0.000 inspect.py:1796(_check_class)
       44    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
      816    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x7aca050d4900}
       87    0.000    0.000    0.001    0.000 __init__.py:1883(get_aten_op)
      537    0.000    0.000    0.000    0.000 {method 'get_width' of 'pygame.surface.Surface' objects}
        1    0.000    0.000    0.023    0.023 model.py:1(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:2205(get_type_hints)
        1    0.000    0.000    0.001    0.001 quoprimime.py:1(<module>)
      240    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      190    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      234    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
      454    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
      109    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:434(inner)
       37    0.000    0.000    0.006    0.000 dataclasses.py:638(_frozen_get_del_attr)
